UnitNumber,Name,Model,PV,Type,Size,Move,Role,Skill,Short,ShortMin,Medium,MediumMin,Long,LongMin,Extreme,ExtremeMin,Overheat,Armor,Structure,Threshold,Specials,Image
7110,Mechanized Wheeled Platoon (FS3067+),"(Rifle, Ballistic)",6,CI,1,"6""w",,,1,false,0,false,0,false,0,false,0,2,1,0,CAR24,https://i.ibb.co/5TGJ8px/mul-blank.png
7111,Mechanized Wheeled Platoon (FS3067+),(SRM),7,CI,1,"4""w",,,1,false,1,false,0,false,0,false,0,2,1,0,CAR24,https://i.ibb.co/5TGJ8px/mul-blank.png
7112,Mechanized Wheeled Platoon (FW3035+),(Flamer),4,CI,1,"4""w",,,1,false,0,false,0,false,0,false,0,2,1,0,"CAR24,HT1/-/-",https://i.ibb.co/5TGJ8px/mul-blank.png
7113,Mechanized Wheeled Platoon (FW3035+),"(Rifle, Energy)",10,CI,1,"6""w",,,1,false,1,false,0,false,0,false,0,2,1,0,CAR24,https://i.ibb.co/5TGJ8px/mul-blank.png
7114,Mechanized Wheeled Platoon (FW3035+),(LRM),7,CI,1,"4""w",,,1,false,1,false,0,false,0,false,0,2,1,0,CAR24,https://i.ibb.co/5TGJ8px/mul-blank.png
7115,Mechanized Wheeled Platoon (FW3035+),(MG),4,CI,1,"4""w",,,1,false,0,false,0,false,0,false,0,2,1,0,CAR24,https://i.ibb.co/5TGJ8px/mul-blank.png
7116,Mechanized Wheeled Platoon (FW3035+),"(Rifle, Ballistic)",6,CI,1,"6""w",,,1,false,0,false,0,false,0,false,0,2,1,0,CAR24,https://i.ibb.co/5TGJ8px/mul-blank.png
7117,Mechanized Wheeled Platoon (FW3035+),(SRM),7,CI,1,"4""w",,,1,false,1,false,0,false,0,false,0,2,1,0,CAR24,https://i.ibb.co/5TGJ8px/mul-blank.png
7118,Motorized Level I,"(1/2) (Rifle, Ballistic)",11,CI,1,"6""m",,,1,false,0,false,0,false,0,false,0,3,1,0,"AM,CAR4",https://i.ibb.co/5TGJ8px/mul-blank.png
7119,Motorized Level I,(1/2) (Flamer),11,CI,1,"4""m",,,1,false,0,false,0,false,0,false,0,3,1,0,"AM,CAR4,HT1/-/-",https://i.ibb.co/5TGJ8px/mul-blank.png
7120,Motorized Level I,"(1/2) (Rifle, Energy)",13,CI,1,"6""m",,,1,false,1,false,0,false,0,false,0,3,1,0,"AM,CAR4",https://i.ibb.co/5TGJ8px/mul-blank.png
7121,Motorized Level I,(1/2) (LRM),12,CI,1,"4""m",,,1,false,1,false,0,false,0,false,0,3,1,0,"AM,CAR4",https://i.ibb.co/5TGJ8px/mul-blank.png
7122,Motorized Level I,(1/2) (MG),10,CI,1,"4""m",,,1,false,0,false,0,false,0,false,0,3,1,0,"AM,CAR4",https://i.ibb.co/5TGJ8px/mul-blank.png
7123,Motorized Level I,(1/2) (SRM),12,CI,1,"4""m",,,1,false,1,false,0,false,0,false,0,3,1,0,"AM,CAR4",https://i.ibb.co/5TGJ8px/mul-blank.png
7124,Motorized Platoon,"(Rifle, Ballistic)",8,CI,1,"6""m",,,1,false,0,false,0,false,0,false,0,2,1,0,"AM,CAR6",https://i.ibb.co/5TGJ8px/mul-blank.png
7125,Motorized Platoon (FedCom),"(Rifle, Ballistic)",13,CI,1,"6""m",,,1,false,0,false,0,false,0,false,0,4,1,0,"AM,CAR6",https://i.ibb.co/5TGJ8px/mul-blank.png
7126,Motorized Platoon (FedCom),(Flamer),13,CI,1,"4""m",,,1,false,0,false,0,false,0,false,0,4,1,0,"AM,CAR6,HT1/-/-",https://i.ibb.co/5TGJ8px/mul-blank.png
7127,Motorized Platoon (FedCom),"(Rifle, Energy)",15,CI,1,"6""m",,,1,false,1,false,0,false,0,false,0,4,1,0,"AM,CAR6",https://i.ibb.co/5TGJ8px/mul-blank.png
7128,Motorized Platoon (FedCom),(LRM),14,CI,1,"4""m",,,1,false,1,false,0,false,0,false,0,4,1,0,"AM,CAR6",https://i.ibb.co/5TGJ8px/mul-blank.png
7129,Motorized Platoon (FedCom),(MG),12,CI,1,"4""m",,,1,false,0,false,0,false,0,false,0,4,1,0,"AM,CAR6",https://i.ibb.co/5TGJ8px/mul-blank.png
7130,Motorized Platoon (FedCom),(SRM),14,CI,1,"4""m",,,1,false,1,false,0,false,0,false,0,4,1,0,"AM,CAR6",https://i.ibb.co/5TGJ8px/mul-blank.png
7131,Motorized Platoon (FS3067+),"(Rifle, Ballistic)",12,CI,1,"4""m",,,1,false,0,false,0,false,0,false,0,4,1,0,"AM,CAR6",https://i.ibb.co/5TGJ8px/mul-blank.png
7132,Motorized Platoon (FS3067+),(Flamer),12,CI,1,"2""m",,,1,false,0,false,0,false,0,false,0,4,1,0,"AM,CAR6,HT1/-/-",https://i.ibb.co/5TGJ8px/mul-blank.png
7133,Motorized Platoon (FS3067+),"(Rifle, Energy)",14,CI,1,"4""m",,,1,false,1,false,0,false,0,false,0,4,1,0,"AM,CAR6",https://i.ibb.co/5TGJ8px/mul-blank.png
7134,Motorized Platoon (FS3067+),(LRM),13,CI,1,"2""m",,,1,false,1,false,0,false,0,false,0,4,1,0,"AM,CAR6",https://i.ibb.co/5TGJ8px/mul-blank.png
7135,Motorized Platoon (FS3067+),(MG),11,CI,1,"2""m",,,1,false,0,false,0,false,0,false,0,4,1,0,"AM,CAR6",https://i.ibb.co/5TGJ8px/mul-blank.png
7136,Motorized Platoon (FS3067+),(SRM),13,CI,1,"2""m",,,1,false,1,false,0,false,0,false,0,4,1,0,"AM,CAR6",https://i.ibb.co/5TGJ8px/mul-blank.png
7137,Motorized Platoon (FW3035+),"(Rifle, Ballistic)",12,CI,1,"4""m",,,1,false,0,false,0,false,0,false,0,4,1,0,"AM,CAR6",https://i.ibb.co/5TGJ8px/mul-blank.png
7138,Motorized Platoon (FW3035+),(Flamer),12,CI,1,"2""m",,,1,false,0,false,0,false,0,false,0,4,1,0,"AM,CAR6,HT1/-/-",https://i.ibb.co/5TGJ8px/mul-blank.png
7139,Motorized Platoon (FW3035+),"(Rifle, Energy)",14,CI,1,"4""m",,,1,false,1,false,0,false,0,false,0,4,1,0,"AM,CAR6",https://i.ibb.co/5TGJ8px/mul-blank.png
7140,Motorized Platoon (FW3035+),(LRM),13,CI,1,"2""m",,,1,false,1,false,0,false,0,false,0,4,1,0,"AM,CAR6",https://i.ibb.co/5TGJ8px/mul-blank.png
7141,Motorized Platoon (FW3035+),(MG),11,CI,1,"2""m",,,1,false,0,false,0,false,0,false,0,4,1,0,"AM,CAR6",https://i.ibb.co/5TGJ8px/mul-blank.png
7142,Motorized Platoon (FW3035+),(SRM),13,CI,1,"2""m",,,1,false,1,false,0,false,0,false,0,4,1,0,"AM,CAR6",https://i.ibb.co/5TGJ8px/mul-blank.png
7144,Voidseeker,Mk 39-004 Interceptor,44,AF,2,7a,,,4,false,4,false,1,false,0,false,0,6,4,2,"BOMB2,ECM,ENE,PRB,RBT,RCN,SDCS,VSTOL,SPC",https://i.ibb.co/St8Ky3Z/voidseeker-hlot1.png
7145,Voidseeker,Mk 39-007 Striker,46,AF,3,6a,,,3,false,4,false,4,false,0,false,0,8,4,3,"ECM,SDCS,VSTOL,SPC,BOMB3",https://i.ibb.co/St8Ky3Z/voidseeker-hlot1.png
7151,Chaffee,BT1 ServiceMech,7,IM,1,"10""",,,0,false,0,false,0,false,0,false,0,2,1,0,"BFC,FC,I-TSM,SEAL,SRCH",https://i.ibb.co/tDNJBLm/chaffee-trva.png
7152,Harvester Ant,KIC-3M AgroMech MOD / KIC-3 (MG),5,IM,1,"6""",,,1,false,0,false,0,false,0,false,0,1,2,0,"AFC,BAR,EE",https://i.ibb.co/kB13tgN/harvester-ant.png
7153,Harvester Ant,KIC-3M-B AgroMech MOD / KIC-3 (LRM),8,IM,1,"6""",,,0,false,1,false,1,false,0,false,0,1,2,0,"AFC,BAR,EE,IF1",https://i.ibb.co/kB13tgN/harvester-ant.png
7154,Shugosha,LAW-QM1 Q-Mech,8,IM,1,"4""",,,1,false,1,false,0,false,0,false,0,1,2,0,"BAR,BFC,BT,DRO,ENE",https://i.ibb.co/nnDZdg1/shugosha-trva.png
7155,Shugosha,LAW-QM2 Q-Mech,11,IM,1,"4""",,,2,false,2,false,0,false,0,false,0,1,2,0,"BAR,BFC,BT,DRO,IF0*",https://i.ibb.co/nnDZdg1/shugosha-trva.png
7156,Shugosha,LAW-QM3 Q-Mech,7,IM,1,"4""",,,1,false,1,false,1,false,0,false,0,1,2,0,"BAR,BFC,DRO,ENE",https://i.ibb.co/nnDZdg1/shugosha-trva.png
7157,Shugosha,PTN-LAW LoaderMech,3,IM,1,"4""",,,0,false,0,false,0,false,0,false,0,1,2,0,"BAR,BFC,CT1,SRCH",https://i.ibb.co/nnDZdg1/shugosha-trva.png
7158,Cattlemaster,CTL-3R3 SecurityMech,12,IM,1,"8""",,,2,false,1,false,0,false,0,false,0,2,2,0,"AFC,FC,IF0*",https://i.ibb.co/99DdkYd/cattlemaster-trva.png
7159,Peacekeeper,PK-6 SecurityMech,15,IM,1,"8""",,,2,false,2,false,0,false,0,false,0,3,2,0,"AFC,SEAL,SRCH",https://i.ibb.co/z5XWQsz/peacekeeper-trva.png
7160,ForestryMech,ED-X3,6,IM,1,"10""",,,0,false,0,false,0,false,0,false,0,1,2,0,"BFC,EE,MEL,SAW",https://i.ibb.co/fHDFvKf/forestrymech-trva.png
7161,Carbine,CON-7M ConstructionMech MOD,8,IM,1,"8""",,,1,false,1,false,0,false,0,false,0,1,3,0,"BFC,EE,ENE",https://i.ibb.co/HCnR6tJ/carbine-trva.png
7162,Carbine,CON-8H HaulerMech,6,IM,1,"8""",,,0,false,0,false,0,false,0,false,0,1,3,0,"BFC,CT2,EE,I-TSM",https://i.ibb.co/HCnR6tJ/carbine-trva.png
7163,Carbine,CON-9 ConstructionMech,8,IM,1,"8""",,,0,false,0,false,0,false,0,false,0,2,3,0,"BFC,EE,ENG,MEL",https://i.ibb.co/HCnR6tJ/carbine-trva.png
7164,Carbine,CON-9M ConstructionMech MOD,10,IM,1,"6""",,,1,false,1,false,1,false,0,false,0,1,3,0,"AFC,EE,IF1",https://i.ibb.co/HCnR6tJ/carbine-trva.png
7165,Carbine,CON-9M-B ConstructionMech MOD,11,IM,1,"8""",,,1,false,1,false,0,false,0,false,0,2,3,0,"AFC,EE",https://i.ibb.co/HCnR6tJ/carbine-trva.png
7166,Crosscut,ED-X1 LoggerMech,6,IM,1,"10""",,,0,false,0,false,0,false,0,false,0,1,3,0,"BFC,CT1,MEL,SAW",https://i.ibb.co/vqvQDTM/crosscut-trva.png
7167,Crosscut,ED-X2M LoggerMech MOD / ED-X2 (Flamer),5,IM,1,"6""",,,0,false,0,false,0,false,0,false,0,1,3,0,"AFC,CT1,EE,MEL,SAW",https://i.ibb.co/vqvQDTM/crosscut-trva.png
7168,Crosscut,ED-X4B DemolitionMech,6,IM,1,"6""",,,0,false,0,false,0,false,0,false,0,1,3,0,"BFC,CT3,EE,ENG,MEL",https://i.ibb.co/vqvQDTM/crosscut-trva.png
7169,Crosscut,ED-X4M LoggerMech MOD,11,IM,1,"6""",,,1,false,1,false,1,false,0,false,0,2,3,0,"AFC,EE,ENE",https://i.ibb.co/vqvQDTM/crosscut-trva.png
7170,Crosscut,ED-X5M LoggerMech MOD,10,IM,1,"6""",,,0,false,0,false,0,false,0,false,0,2,3,0,"AFC,FC,MEL,SAW",https://i.ibb.co/vqvQDTM/crosscut-trva.png
7171,Crosscut,ED-X5M-B DemolitionMech MOD,11,IM,1,"6""",,,1,false,1,false,0,false,0,false,0,2,3,0,"AFC,ENE,MEL,SAW",https://i.ibb.co/vqvQDTM/crosscut-trva.png
7172,Dig King,RCL-1M MiningMech MOD,15,IM,1,"8""",,,1,false,1,false,1,false,0,false,0,3,3,0,"AFC,ENE,ENG,FC,MEL,SRM1/1",https://i.ibb.co/TbRpb8T/dig-king-trva.png
7173,Peacemaker,PM-6 PoliceMech,13,IM,1,"8""",,,1,false,0,false,0,false,0,false,0,3,3,0,"AFC,MTAS1,SEAL",https://i.ibb.co/z5XWQsz/peacekeeper-trva.png
7174,Scavenger,SC-V-M MilitiaMech,18,IM,4,"8""",,,1,false,1,false,0,false,0,false,0,4,6,0,"AC1/1/-,AFC,FC,SRCH",https://i.ibb.co/jkKNP8T/scavenger-trva.png
7175,Uni,ATAE-70T CargoMech,10,IM,3,"6""",,,0,false,0,false,0,false,0,false,0,4,6,0,"BAR,BFC,CT17,FC,I-TSM,SEAL",https://i.ibb.co/HG9pH19/uni-trva.png
7176,Jabberwocky,JAW-67 MilitiaMech,24,IM,2,"8""/6""j",,,2,false,2,false,0,false,0,false,1,5,4,0,"AFC,IF0*,I-TSM,SEAL,SRCH",https://i.ibb.co/JpJJvLz/jabberwocky-constructionmech3075.png
7177,Lumberjack,LM5/M MilitiaMech,31,IM,3,"6""j",,,2,false,2,false,2,false,0,false,2,6,6,0,"AFC,IF2",https://i.ibb.co/qp0Yr72/lumberjack-trva.png
7178,Buster,BC XV-M-C HaulerMech MOD,14,IM,2,"6""",,,2,false,2,false,2,false,0,false,0,2,4,0,"AFC,BAR,EE",https://i.ibb.co/JKkJ3NT/buster-trva.png
7179,Buster,BC XV-M-W HaulerMech MOD,19,IM,2,"6""",,,1,false,1,false,1,false,0,false,0,5,4,0,"AFC,EE,FLK1/1/1",https://i.ibb.co/JKkJ3NT/buster-trva.png
7180,Grommet,D90 MilitiaMech,25,IM,3,"6""",,,2,false,2,false,1,false,0,false,0,5,6,0,"AFC,CT4,HT1/-/-,MEL,SAW",https://i.ibb.co/MMLmBTv/grommet-trva.png
7181,Swordsman,SWD-1,21,BM,2,"6""",,,2,false,2,false,1,false,0,false,0,4,3,0,IF0*,https://i.ibb.co/8rCYrTS/swordsman-prim.png
7182,Swordsman,SWD-2,25,BM,2,"8""",,,3,false,3,false,1,false,0,false,0,4,3,0,IF0*,https://i.ibb.co/8rCYrTS/swordsman-prim.png
7183,Rifleman,RFL-1N,22,BM,2,"8""",,,2,false,2,false,0,false,0,false,1,4,4,0,ENE,https://i.ibb.co/qJCXxyr/rifleman-prim.png
7184,Rifleman,RFL-2N,26,BM,2,"8""",,,2,false,3,false,2,false,0,false,1,4,4,0,ENE,https://i.ibb.co/qJCXxyr/rifleman-prim.png
7185,Griffin,GRF-1A,25,BM,3,"8""/6""j",,,1,false,1,false,1,false,0,false,1,5,5,0,"IF0*,OVL",https://i.ibb.co/gPPzDV0/griffin-prim.png
7186,Emperor,EMP-1A,40,BM,4,"6""",,,3,false,3,false,1,false,0,false,0,9,7,0,AC1/1/1,https://i.ibb.co/9bqBJkB/emperor-emp-1a.png
7187,Chi-ha ICV, ,3,SV,2,"8""t",,,1,false,0,false,0,false,0,false,0,1,2,0,"AFC,BAR,EE,IT3,TUR(0*/-/-)",https://i.ibb.co/wJB7h6G/cellco-ranger-raptor-trva.png
7188,Chi-ha ICV,(Original),3,SV,2,"6""t",,,1,false,0,false,0,false,0,false,0,1,2,0,"BAR,BFC,EE,IT3,TUR(0*/-/-)",https://i.ibb.co/wJB7h6G/cellco-ranger-raptor-trva.png
7189,Cobra VTOL Transport, ,8,SV,2,"16""v",,,1,false,0,false,0,false,0,false,0,1,2,0,"AFC,ATMO,BAR,EE,IT9,REAR0*/-/-",https://i.ibb.co/NCyPhrw/cobra-vtol-prim.png
7190,Cobra VTOL Transport,(Fusion),10,SV,2,"20""v",,,1,false,0,false,0,false,0,false,0,1,2,0,"AFC,ATMO,BAR,CT10,EE,REAR0*/-/-",https://i.ibb.co/NCyPhrw/cobra-vtol-prim.png
7191,Sturmblitz Assault Gun, ,20,SV,2,"8""t",,,2,false,2,false,0,false,0,false,0,4,4,0,"AFC,EE,AC2/2/-",https://i.ibb.co/1rdMYs1/predator-3150.png
7192,Mustang Fighter, ,21,SV,2,5a,,,4,false,4,false,0,false,0,false,0,2,3,1,"AFC,ATMO,BAR",https://i.ibb.co/C628kKY/heavy-strike-fighter-3039.png
7193,Hammerhead,HMR-HA,29,AF,3,6a,,,2,false,2,false,0,false,0,false,0,6,4,2,"BOMB2,ENE,SPC,VSTOL",https://i.ibb.co/YZ8GLgg/hammerhead-3050u.png
7194,Hammerhead,HMR-HC,68,AF,3,7a,,,2,false,2,false,0,false,0,false,0,7,4,3,"BOMB2,ENE,SPC,VSTOL",https://i.ibb.co/YZ8GLgg/hammerhead-3050u.png
7201,Smoothdavid PA(L),III (Sqd4),11,BA,1,"2""f",,,2,false,2,false,0,false,0,false,0,0,2,0,"AM,CAR4,MEC,SRCH",https://i.ibb.co/r2Q97gT/smoothdavid-trva.png
7202,Resgate PA(L),(Interdictor) (Sqd4),10,BA,1,"6""j",,,0,false,0,false,0,false,0,false,0,0,2,0,"AM,CAR4,FR,LECM",https://i.ibb.co/1zGZtZL/resgate-krise-trva.png
7203,Resgate PA(L),(Scout) (Sqd4),11,BA,1,"6""j",,,0,false,0,false,0,false,0,false,0,0,2,0,"AM,CAR4,FR,MEC,RCN",https://i.ibb.co/1zGZtZL/resgate-krise-trva.png
7204,Resgate PA(L),(Spotter) (Sqd4),10,BA,1,"6""j",,,0,false,0,false,0,false,0,false,0,0,2,0,"AM,CAR4,FR,LTAG",https://i.ibb.co/1zGZtZL/resgate-krise-trva.png
7205,Resgate PA(L),(Support) (Sqd4),11,BA,1,"6""j",,,1,false,0,false,0,false,0,false,0,0,2,0,"AM,CAR4,FR,MEC",https://i.ibb.co/1zGZtZL/resgate-krise-trva.png
7206,Gladiator Exoskeleton,[Industrial Drill] (Sqd4),5,BA,1,"2""f",,,0,false,0,false,0,false,0,false,0,0,2,0,"AM,CAR4,MEC",https://i.ibb.co/HtPyP0z/gladiator-exo-trva.png
7207,Groundhog Exoskeleton,CEX-205 [Basic Manipulator] (Sqd4),6,BA,1,"6""f",,,0,false,0,false,0,false,0,false,0,0,2,0,"AM,CAR4,MEC,SRCH",https://i.ibb.co/WWbyKG4/groundhog-trva.png
7208,Groundhog Exoskeleton,CEX-205 [Cargo Lifter] (Sqd4),6,BA,1,"6""f",,,0,false,0,false,0,false,0,false,0,0,2,0,"AM,CAR4",https://i.ibb.co/WWbyKG4/groundhog-trva.png
7209,Groundhog Exoskeleton,CEX-205 [Industrial Drill] (Sqd4),6,BA,1,"6""f",,,0,false,0,false,0,false,0,false,0,0,2,0,"AM,CAR4",https://i.ibb.co/WWbyKG4/groundhog-trva.png
7210,Groundhog Exoskeleton,CEX-205 [Mine Clearance] (Sqd4),6,BA,1,"6""f",,,0,false,0,false,0,false,0,false,0,0,2,0,"AM,CAR4,MEC,MSW,SRCH",https://i.ibb.co/WWbyKG4/groundhog-trva.png
7211,Groundhog Exoskeleton,CEX-205 [Salvage Arm] (Sqd4),6,BA,1,"6""f",,,0,false,0,false,0,false,0,false,0,0,2,0,"AM,CAR4",https://i.ibb.co/WWbyKG4/groundhog-trva.png
7212,Salrilla Exoskeleton PEX-2F,[Mine Clearance] (Sqd4),6,BA,1,"6""f",,,0,false,0,false,0,false,0,false,0,0,2,0,"AM,CAR4,MEC,MSW,SRCH",https://i.ibb.co/Stv46CX/gorilla-salrilla-trva.png
7213,Tunnel Rat III Mining Exoskeleton,[Industrial Drill] (Sqd4),5,BA,1,"2""f",,,0,false,0,false,0,false,0,false,0,0,2,0,"AM,CAR4,MEC",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png
7214,Tunnel Rat IV Mining Exoskeleton,[Armored Glove/GL] (Sqd4),7,BA,1,"4""j",,,1,false,0,false,0,false,0,false,0,0,2,0,"AM,CAR4",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png
7215,Tunnel Rat IV Mining Exoskeleton,[Armored Glove/LMG] (Sqd4),8,BA,1,"4""j",,,1,false,0,false,0,false,0,false,0,0,2,0,"AM,CAR4",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png
7216,Tunnel Rat IV Mining Exoskeleton,[Battle Claw/GL] (Sqd4),7,BA,1,"4""j",,,0,false,0,false,0,false,0,false,0,0,2,0,"AM,CAR4,MEC,SRCH",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png
7217,Tunnel Rat IV Mining Exoskeleton,[Battle Claw/LMG] (Sqd4),8,BA,1,"4""j",,,0,false,0,false,0,false,0,false,0,0,2,0,"AM,CAR4,MEC,SRCH",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png
7218,Tunnel Rat I Mining Exoskeleton,[Industrial Drill] (Sqd4),5,BA,1,"2""f",,,0,false,0,false,0,false,0,false,0,0,2,0,"CAR4,MEC,SRCH",https://i.ibb.co/kQq2GDz/tunnel-rat-i-ii-trva.png
7219,Tunnel Rat II Mining Exoskeleton,[Industrial Drill] (Sqd4),5,BA,1,"2""f",,,0,false,0,false,0,false,0,false,0,0,2,0,"AM,CAR4,MEC",https://i.ibb.co/kQq2GDz/tunnel-rat-i-ii-trva.png
7220,Buster,BC XXI HaulerMech,5,IM,2,"6""",,,0,false,0,false,0,false,0,false,0,1,4,0,"BAR,BFC,CT11,EE,I-TSM",https://i.ibb.co/JKkJ3NT/buster-trva.png
7221,"Foot Platoon, Marian",(1/4) (Flamer),8,CI,1,"2""f",,,1,false,0,false,0,false,0,false,0,2,1,0,"AM,CAR3,HT1/-/-",https://i.ibb.co/5TGJ8px/mul-blank.png
7222,"Foot Platoon, Marian","(1/4) (Rifle, Energy)",8,CI,1,"2""f",,,0,false,0,false,0,false,0,false,0,2,1,0,"AM,CAR3",https://i.ibb.co/5TGJ8px/mul-blank.png
7223,"Foot Platoon, Marian 3049+",(1/4) (LRM),11,CI,1,"2""f",,,1,false,1,false,0,false,0,false,0,3,1,0,"AM,CAR3",https://i.ibb.co/5TGJ8px/mul-blank.png
7224,"Foot Platoon, Marian",(1/4) (MG),7,CI,1,"2""f",,,1,false,0,false,0,false,0,false,0,2,1,0,"AM,CAR3",https://i.ibb.co/5TGJ8px/mul-blank.png
7225,"Foot Platoon, Marian",(1/4) (SRM),9,CI,1,"2""f",,,1,false,1,false,0,false,0,false,0,2,1,0,"AM,CAR3",https://i.ibb.co/5TGJ8px/mul-blank.png
7226,"Foot Platoon, Marian","(1/4) (Rifle, Ballistic)",7,CI,1,"2""f",,,1,false,0,false,0,false,0,false,0,2,1,0,"AM,CAR3",https://i.ibb.co/5TGJ8px/mul-blank.png
7227,"Foot Platoon, Marian 3049+",(1/4) (Flamer),10,CI,1,"2""f",,,1,false,0,false,0,false,0,false,0,3,1,0,"AM,CAR3,HT1/-/--",https://i.ibb.co/5TGJ8px/mul-blank.png
7228,"Foot Platoon, Marian 3049+","(1/4) (Rifle, Energy)",10,CI,1,"2""f",,,0,false,0,false,0,false,0,false,0,3,1,0,"AM,CAR3",https://i.ibb.co/5TGJ8px/mul-blank.png
7229,"Foot Platoon, Marian 3049+",(1/4) (MG),9,CI,1,"2""f",,,1,false,0,false,0,false,0,false,0,3,1,0,"AM,CAR3",https://i.ibb.co/5TGJ8px/mul-blank.png
7230,"Foot Platoon, Marian 3049+","(1/4) (Rifle, Ballistic)",9,CI,1,"2""f",,,1,false,0,false,0,false,0,false,0,3,1,0,"AM,CAR3",https://i.ibb.co/5TGJ8px/mul-blank.png
7231,"Foot Platoon, Marian 3049+",(1/4) (SRM),11,CI,1,"2""f",,,1,false,1,false,0,false,0,false,0,3,1,0,"AM,CAR3",https://i.ibb.co/5TGJ8px/mul-blank.png
7232,"Mechanized Hover Platoon, Marian","(Rifle, Ballistic)",5,CI,1,"10""h",,,1,false,0,false,0,false,0,false,0,1,1,0,CAR20,https://i.ibb.co/5TGJ8px/mul-blank.png
7233,"Mechanized Hover Platoon, Marian","(Rifle, Energy)",8,CI,1,"10""h",,,0,false,0,false,0,false,0,false,0,1,1,0,CAR20,https://i.ibb.co/5TGJ8px/mul-blank.png
7234,"Mechanized Hover Platoon, Marian",(Flamer),6,CI,1,"8""h",,,1,false,0,false,0,false,0,false,0,1,1,0,"CAR20,HT1/-/-",https://i.ibb.co/5TGJ8px/mul-blank.png
7236,"Mechanized Hover Platoon, Marian",(MG),5,CI,1,"8""h",,,1,false,0,false,0,false,0,false,0,1,1,0,CAR20,https://i.ibb.co/5TGJ8px/mul-blank.png
7237,"Mechanized Hover Platoon, Marian",(SRM),9,CI,1,"8""h",,,1,false,1,false,0,false,0,false,0,1,1,0,CAR20,https://i.ibb.co/5TGJ8px/mul-blank.png
7238,"Mechanized Hover Platoon, Marian 3049+","(Rifle, Ballistic)",7,CI,1,"10""h",,,1,false,0,false,0,false,0,false,0,2,1,0,CAR20,https://i.ibb.co/5TGJ8px/mul-blank.png
7239,"Mechanized Hover Platoon, Marian 3049+",(Flamer),7,CI,1,"8""h",,,1,false,0,false,0,false,0,false,0,2,1,0,"CAR20,HT1/-/-",https://i.ibb.co/5TGJ8px/mul-blank.png
7240,"Mechanized Hover Platoon, Marian 3049+","(Rifle, Energy)",10,CI,1,"10""h",,,0,false,0,false,0,false,0,false,0,2,1,0,CAR20,https://i.ibb.co/5TGJ8px/mul-blank.png
7241,"Mechanized Hover Platoon, Marian 3049+",(MG),7,CI,1,"8""h",,,1,false,0,false,0,false,0,false,0,2,1,0,CAR20,https://i.ibb.co/5TGJ8px/mul-blank.png
7242,"Mechanized Hover Platoon, Marian 3049+",(LRM),11,CI,1,"8""h",,,1,false,1,false,0,false,0,false,0,2,1,0,CAR20,https://i.ibb.co/5TGJ8px/mul-blank.png
7243,"Mechanized Hover Platoon, Marian 3049+",(SRM),11,CI,1,"8""h",,,1,false,1,false,0,false,0,false,0,2,1,0,CAR20,https://i.ibb.co/5TGJ8px/mul-blank.png
7244,"Jump Platoon, Marian"," (1/2) (Rifle, Ballistic)",9,CI,1,"6""j",,,1,false,0,false,0,false,0,false,0,2,1,0,"AM,CAR4",https://i.ibb.co/5TGJ8px/mul-blank.png
7245,"Jump Platoon, Marian", (1/2) (Flamer),10,CI,1,"4""j",,,1,false,0,false,0,false,0,false,0,2,1,0,"AM,CAR4,HT1/-/-",https://i.ibb.co/5TGJ8px/mul-blank.png
7246,"Jump Platoon, Marian"," (1/2) (Rifle, Energy)",10,CI,1,"6""j",,,0,false,0,false,0,false,0,false,0,2,1,0,"AM,CAR4",https://i.ibb.co/5TGJ8px/mul-blank.png
7247,"Jump Platoon, Marian",(1/2) (LRM) ,9,CI,1,"4""j",,,1,false,1,false,0,false,0,false,0,1,1,0,"AM,CAR4",https://i.ibb.co/5TGJ8px/mul-blank.png
7248,"Jump Platoon, Marian",(1/2) (MG),9,CI,1,"4""j",,,1,false,0,false,0,false,0,false,0,2,1,0,"AM,CAR4",https://i.ibb.co/5TGJ8px/mul-blank.png
7249,"Jump Platoon, Marian",(1/2) (SRM),11,CI,1,"4""j",,,1,false,1,false,0,false,0,false,0,2,1,0,"AM,CAR4",https://i.ibb.co/5TGJ8px/mul-blank.png
7250,"Jump Platoon, Marian 3049+","(1/2) (Rifle, Ballistic)",12,CI,1,"6""j",,,1,false,0,false,0,false,0,false,0,3,1,0,"AM,CAR4",https://i.ibb.co/5TGJ8px/mul-blank.png
7251,"Jump Platoon, Marian 3049+","(1/2)  (Rifle, Energy)",12,CI,1,"6""j",,,0,false,0,false,0,false,0,false,0,3,1,0,"AM,CAR4",https://i.ibb.co/5TGJ8px/mul-blank.png
7252,"Jump Platoon, Marian 3049+",(1/2) (Flamer),12,CI,1,"4""j",,,1,false,0,false,0,false,0,false,0,3,1,0,"AM,CAR4,HT1/-/-",https://i.ibb.co/5TGJ8px/mul-blank.png
7253,"Jump Platoon, Marian 3049+",(1/2) (LRM),13,CI,1,"4""j",,,1,false,1,false,0,false,0,false,0,3,1,0,"AM,CAR4",https://i.ibb.co/5TGJ8px/mul-blank.png
